timestamp,speaker,words,tags
,CP,"Well, not pulling back. But I, we don't…We have our own little…like on the weekends we'll have, you know, all our friends come out and we'll rope and barbecue and stuff and not necessarily go to the bar. That's not the main focus like when I was younger, we went all the time. I think that is straight or gay, the older you get you get to be a homebody, but there are so many of us we just come out and rope or ride or do something and it’s just not so much going to the bars but we still, it’s a huge group of us.",community;
,RS,Would you identify yourself as a cowgirl?,cowperson;
,CP,Oh absolutely.,cowperson;
,RS,And what does that really mean for you as a woman? As a gay woman? As a human? What does it really mean for you to identify that way?,cowperson;
,CP,"Well, I can tell you anything about farm animals and stuff like that. You know, how to take care of them, what to do to them, I can rope, I can ride, I can build anything. I can change a flat tire really fast. You know, it goes with [being] tomboy, but then when you change it to cowgirl, I can rope well and do all the stuff it takes to work on a farm or ranch.",cowperson;
,RS,"Can I ask [coughing, clearing throat] sorry…your home--do you have a lot of land with it and a lot of stock?",
,CP,"Actually,  I don't have a lot of land. I used to have a lot of land when we leased. But we own two places side-by-side and it's 7 acres but I have everything. I have an arena, barns, it’s all self-contained. We had a big practice deal, I had 60 people show up a couple weeks ago, it was really successful. It was a practice deal for one of these, all the events and everything. It was a huge success but I had 20 trailers, I had enough pastures and things like that. It’s big enough. The area around me has grown like 500% or whatever, so our places will probably sell by the square foot. So, we'll move to a bigger one--I want something like 25 acres. I used to have all the places around me leased I didn't have to have it. But then as people died and the kids sell all the big bucks and everything so our ranch is sitting here and there's nothing but fancy houses all around us. So, we're kind of getting pushed out but we will find a bigger place soon when things hit right.",
,RS,Is there anything else you would want to share with your experience with IGRA?,community;igra
,CP,"I think we come to these because there's so much comradery and stuff like, that I would encourage people, especially people that want to come out and have a good time and be out, you can at one of these.",community;
,RS,What did it mean to be able to bring your love of horses together with being out and open?,community;comingout;
,CP,"Oh, you know, it’s huge. It's funny I see it spill over when I go to a straight function or whatever if somebody says something about Dorinne or something like that. I don't hide our relationship to where before I would have said my roommate you know. [Laughs] So it’s much different. I don't even blink an eye now. I used to, I remember all the years of changing the words up and hiding the relationships and stuff like that. Now I don't worry about it.",community;comingout;
,RS,"Well, thank you so much for sharing your story.",
