timestamp,speaker,words,tags
,KM:,"Yeah, I can actually answer according to the terms of the question! So, that earliest work&#8212;and this would be everything up through the period I'm talking about&#8212;was just basically, I don't know how quite to describe it. Organic, or free-hand, you know. Just making stuff up and writing it down. Words would come in to my head, and I would put them on the page. So, typically, I would just type it and it would be like trying to compose a musical piece, or something. Like, what should go after this? How can I complete this rhythm, or set of images? Something like that. And then that began to change with&#8212;again, I say 2000, 2001, when I met Gary Sullivan and other members of the Flarf Group&#8212;and that itself, that second stage had kind of like two stages. At first, I became acquainted with Gary's writing on an email list that we were both on, and just for a joke he wrote some kind of New Year's poem, or something like that, that he called a ""flarf poem."" ""Flarf"" was the invented name for the method. It was basically just writing the stupidest, most shapeless thing you could think of. So it was full of non-sense and obscenities, emphatic noises with no real shape or form other than just, basically, roughly being broken in to lines. He and I and a few other people started doing this just for fun, and we created our own email list just so we could do it. I'm sure the full origin stories out there about&#8212;",prompt; change; flarf; highlight
,DB:,Just for my clarification&#8212;it started on a different email list and then it moved to its own?,prompt; change; flarf; highlight
,KM:,"That's right. And I guess really it started, if I'm correct&#8212;I think this is what Gary related to me&#8212;when he sent a poem in to one of those online vanity price things. ""Poetry.com."" And the short version: he was trying to get rejected. So, he wrote just the stupidest thing he could think of, and it was accepted for consideration for the anthology, which you then pay for if you're actually dumb enough to go through with that. So, that was the origin. Then he just started writing more of them on the email list even after he'd realized he couldn't get rejected, because it was fun. So, a group of us that were on this list, and so eventually, I think it was Drew Gardner who introduced a method in the middle of this shapeless writing of using Google search results. Just going in to the Google page, doing usually a combination search for like two or three terms that you wouldn't expect to see on the same page together and then using that initial search result page as a base from which to collage excerpts. Not following the links, just&#8212;",prompt; change; flarf; highlight
,DB:,Just the language that shows up in the Google cache?,prompt; change; flarf; highlight
,KM:,"That's right, yeah. So, my typical process&#8212;and this is the second stage, the big second stage where, for 10 years, I basically just wrote Google collages&#8212;was I would copy however many pages of the search result page... You know, because I'd click ""next page,"" ""next page,"" ""next page"" of about ten or a hundred results, and the page would turn in to words, and I'd start chiseling it down. Rearranging it, shuffling the contents, and occasionally cheating a little bit by putting a connector word or something like ""and"" or ""the."" Or maybe altering a word that was in just a slightly different grammatical form or something. But that gets back to what we were saying about not doing print revisions because, really, everything's done kind of like refrigerator magnets&#8212;just shuffling around. And I guess printing out a page, I could look at the thing and go, ""Well, if I brought some of this down here..."". But I never did that.",prompt; change; flarf; highlight
,DB:,"No, right. I mean, it makes sense. It's computer-generated material.",prompt; flarf; highlight
,KM:,"Yeah, and part of the fun of it was using the computer as a kind of canvas.",prompt; flarf; highlight
,DB:,Yeah.,prompt; flarf
,KM:,There was something kind of pleasing about pulling the components around and almost physically moving them around in that digital space.,prompt; flarf
,DB:,"And when you're copying the page, do you just, say, CTRL+All, grab it and drop it in? Do you get images and what-not with that? Or do you just drag the thing up and just get the text and paste it in?",prompt; flarf
,KM:,"Yeah. I mean typically, on a Mac, I'd just select the whole page, copy, and paste. I mean, there weren't any images because it was just the result page.",prompt; flarf
,DB:,"Just the result page, OK.",prompt; flarf
,KM:,"Right. What you would get was a lot of the, like, red or blue text, or purple text&#8212;the URLs and headers and things like that. But typically the first stage of going through the manuscript would be to remove all of that kind of junk-text. I mean it was all junk, but...",prompt; flarf
,MORE INFO:,"See the full interview at: <a target='_blank' href='https://ctrl-shift.org/interviews/transcripts/mohammad.html'>https://ctrl-shift.org/interviews/transcripts/mohammad.html</a>",
